"","x"
"883",5
"884",3
"885",2
"886",5
"887",1
"888",3
"889",3
"890",1
"891",2
"892",2
"893",1
"894",2
"895",2231
"896",2
"897",3
"898",3
"899",9
"900",2
"901",5
"902",1
"903",6
"904",1
"905",1
"906",7
"907",1
"908",1
"909",3
"910",1
"911",1
"912",1
"913",1
"914",1
"915",3
"916",2
"917",1
"918",1
"919",159
"920",7
"921",1
"922",1
"923",1
"924",1
"925",4
"926",1
"927",1
"928",15
"929",24
"930",1
"931",1
"932",1
"933",39
"934",115
"935",2
"936",2
"937",25
"938",19
"939",1
"940",2
"941",1
"942",1
"943",2
"944",79
"945",1
"946",2
"947",1
"948",3
"949",47
"950",1
"951",2
"952",1
"953",2
"954",1
"955",1
"956",1
"957",1
"958",2
"959",1
"960",5
"961",1
"962",2
"963",1
"964",23
"965",3
"966",1
"967",1
"968",1
"969",1
"970",32
"971",2
"972",1
"973",3
"974",60
"975",2
"976",1
"977",4
"978",1
"979",1
"980",1
"981",1
"982",4
"983",49
"984",3
"985",1
"986",2
"987",20
"988",1
"989",2
"990",1
"991",27
"992",2
"993",1
"994",101
"995",1
"996",3
"997",11
"998",3
"999",6
"1000",32
"1001",2
"1002",1
"1003",5
"1004",21
"1005",1
"1006",5
"1007",1
"1008",1
"1009",1
"1010",1
"1011",232
"1012",1
"1013",3
"1014",4
"1015",2
"1016",1
"1017",7
"1018",1
"1019",1
"1020",2
"1021",38
"1022",3
"1023",4
"1024",1
"1025",3
"1026",2
"1027",2
"1028",32
"1029",16
"1030",8
"1031",1
"1032",1
"1033",8
"1034",6
"1035",1
"1036",2
"1037",1
"1038",89
"1039",6
"1040",2
"1041",2
"1042",1
"1043",432
"1044",5
"1045",1
"1046",1
"1047",5
"1048",17
"1049",1
"1050",1
"1051",1
"1052",3
"1053",1
"1054",1
"1055",7
"1056",5
"1057",1
"1058",9
"1059",1
"1060",1
"1061",140
"1062",1
"1063",1
"1064",1
"1065",1
"1066",1
"1067",2
"1068",1
"1069",15
"1070",4
"1071",2
"1072",1
"1073",1
"1074",4
"1075",1
"1076",1
"1077",1
"1078",1
"1079",1
"1080",2
"1081",1
"1082",1
"1083",1
"1084",6
"1085",8
"1086",3
"1087",5
"1088",4
"1089",1
"1090",22
"1091",1
"1092",1
"1093",1
"1094",4
"1095",3
"1096",1
"1097",3
"1098",23
"1099",1
"1100",1
"1101",1
"1102",1
"1103",1
"1104",2
"1105",3
"1106",3
"1107",1
"1108",2
"1109",2
"1110",2
"1111",179
"1112",1
"1113",1
"1114",1
"1115",3
"1116",3
"1117",4
"1118",1
"1119",28
"1120",1
"1121",1
"1122",1
"1123",5
"1124",1
"1125",1
"1126",2
"1127",5
"1128",2
"1129",1
"1130",1
"1131",3
"1132",1
"1133",2
"1134",1
"1135",98
"1136",2
"1137",2
"1138",5
"1139",19
"1140",1
"1141",1
"1142",2
"1143",1
"1144",2
"1145",4
"1146",1
"1147",76
"1148",1
"1149",1
"1150",1
"1151",1
"1152",22
"1153",1
"1154",1
"1155",1
"1156",4
"1157",4
"1158",1
"1159",2
"1160",41
"1161",1
"1162",3
"1163",1
"1164",9
"1165",41
"1166",1
"1167",2
"1168",2
"1169",1
"1170",1
"1171",2
"1172",2
"1173",4
"1174",1
"1175",1
"1176",1
"1177",3
"1178",1
"1179",1
"1180",1
"1181",2
"1182",4
"1183",3
"1184",1
"1185",1
"1186",1
"1187",1
"1188",2
"1189",2
"1190",1
"1191",1
"1192",1
"1193",1
"1194",1
"1195",1
"1196",1
"1197",1
"1198",1
"1199",2
"1200",1
"1201",6
"1202",1
"1203",2
"1204",3
"1205",1
"1206",1
"1207",1
"1208",452
"1209",710
"1210",15
"1211",1
"1212",211
"1213",16
"1214",2
"1215",1
"1216",40
"1217",5
"1218",140
"1219",12
"1220",12
"1221",5
"1222",1
"1223",3
"1224",4
"1225",40
"1226",135
"1227",14
"1228",1
"1229",2
"1230",61
"1231",3
"1232",1
"1233",1
"1234",7
"1235",1
"1236",1
"1237",1
"1238",6
"1239",1
"1240",11
"1241",2
"1242",1
"1243",1
"1244",11
"1245",5
"1246",29
"1247",10
"1248",17
"1249",1
"1250",2
"1251",2
"1252",4
"1253",1
"1254",3
"1255",1
"1256",19
"1257",12
"1258",11
"1259",1
"1260",1
"1261",5
"1262",46
"1263",4
"1264",1
"1265",2
"1266",7
"1267",1
"1268",1
"1269",1
"1270",1
"1271",1
"1272",1
"1273",1
"1274",23
"1275",1
"1276",3
"1277",2
"1278",1
"1279",26
"1280",4
"1281",2
"1282",1
"1283",2
"1284",44
"1285",13
"1286",1
"1287",1
"1288",1
"1289",2
"1290",1
"1291",2
"1292",1
"1293",1
"1294",1
"1295",2
"1296",6
"1297",1
"1298",1
"1299",1
"1300",10
"1301",4
"1302",1
"1303",3
"1304",2
"1305",2
"1306",1
"1307",1
"1308",11
"1309",1
"1310",1
"1311",1002
"1312",1
"1313",1
"1314",2
"1315",1
"1316",3
"1317",1
"1318",1
"1319",6
"1320",1
"1321",1
"1322",17
"1323",2
"1324",1
"1325",1
"1326",876
"1327",3
"1328",43
"1329",10
"1330",1
"1331",2
"1332",8
"1333",7
"1334",2
"1335",4
"1336",3
"1337",4
"1338",15
"1339",1
"1340",6
"1341",1
"1342",2
"1343",2
"1344",4
"1345",2
"1346",2
"1347",1
"1348",2
"1349",5
"1350",1
"1351",1
"1352",4
"1353",2
"1354",34
"1355",1
"1356",3
"1357",2
"1358",9
"1359",3
"1360",6
"1361",1
"1362",1
"1363",1
"1364",1
"1365",3
"1366",3
"1367",1
"1368",3
"1369",1
"1370",1
"1371",1
"1372",1
"1373",1
"1374",18
"1375",38
"1376",1
"1377",1
"1378",1
"1379",1
"1380",53
"1381",1
"1382",1
"1383",11
"1384",1
"1385",1
"1386",1
"1387",3
"1388",1
"1389",2
"1390",1
"1391",1
"1392",1
"1393",1
"1394",1
"1395",1
"1396",1
"1397",8
"1398",1
"1399",14
"1400",11
"1401",23
"1402",3
"1403",3
"1404",1
"1405",1
"1406",1
"1407",2
"1408",2
"1409",1
"1410",3
"1411",1
"1412",2
"1413",19
"1414",10
"1415",1
"1416",1
"1417",1
"1418",4
"1419",8
"1420",6
"1421",1
"1422",4
"1423",1
"1424",1
"1425",1
"1426",1
"1427",1
"1428",11
"1429",1
"1430",1
"1431",1
"1432",4
"1433",3
"1434",1
"1435",9
"1436",1
"1437",8
"1438",25
"1439",32
"1440",1
"1441",2
"1442",13
"1443",2
"1444",46
"1445",1
"1446",1
"1447",8
"1448",1
"1449",1
"1450",1
"1451",2
"1452",2
"1453",5
"1454",1
"1455",1
"1456",1
"1457",1
"1458",2
"1459",3
"1460",1
"1461",3
"1462",1
"1463",1
"1464",1
"1465",1
"1466",4
"1467",1
"1468",1
"1469",1
"1470",1
"1471",3
"1472",1
"1473",1
"1474",1
"1475",9
"1476",1
"1477",8
"1478",1
"1479",17
"1480",1
"1481",1
"1482",1
"1483",1
"1484",1
"1485",1
"1486",1
"1487",3
"1488",143
"1489",1
"1490",25
"1491",3
"1492",1
"1493",5
"1494",1
"1495",1
"1496",37
"1497",2
"1498",1
"1499",1
"1500",1
"1501",4
"1502",1
"1503",1
"1504",1
"1505",1
"1506",1
"1507",1
"1508",1
"1509",1
"1510",1
"1511",1
"1512",2
"1513",1
"1514",1
"1515",9
"1516",3
"1517",1
"1518",3
"1519",5
"1520",1
"1521",1
"1522",5
"1523",1
"1524",2
"1525",2
"1526",1
"1527",1
"1528",1
"1529",1447
"1530",128
"1531",79
"1532",1
"1533",5
"1534",756
"1535",2
"1536",1
"1537",6
"1538",8
"1539",1
"1540",1
"1541",6
"1542",1
"1543",1
"1544",1
"1545",1
"1546",356
"1547",6
"1548",15
"1549",1
"1550",19
"1551",1
"1552",1
"1553",1
"1554",1
"1555",1
"1556",1
"1557",1
"1558",1
"1559",1
"1560",1
"1561",2
"1562",5
"1563",7
"1564",2
"1565",1
"1566",2
"1567",10
"1568",23
"1569",11
"1570",4
"1571",1
"1572",1
"1573",1
"1574",84
"1575",1
"1576",28
"1577",3
"1578",3
"1579",1
"1580",1
"1581",5
"1582",1
"1583",1
"1584",1
"1585",1
"1586",1
"1587",2
"1588",1
"1589",1
"1590",1
"1591",1
"1592",1
"1593",1
"1594",2
"1595",1
"1596",5
"1597",1
"1598",1
"1599",4
"1600",1
"1601",1
"1602",1
"1603",5
"1604",2
"1605",10
"1606",1
"1607",5
"1608",1
"1609",1
"1610",5
"1611",9
"1612",1
"1613",1
"1614",1
"1615",23
"1616",1
"1617",3
"1618",1
"1619",13
"1620",1
"1621",1
"1622",4
"1623",2
"1624",6
"1625",1
"1626",40
"1627",1
"1628",76
"1629",33
"1630",1
"1631",36
"1632",2
"1633",1
"1634",1
"1635",1
"1636",1
"1637",1
"1638",3
"1639",1
"1640",2
"1641",3
"1642",11
"1643",1
"1644",31
"1645",1
"1646",27
"1647",1
"1648",1
"1649",1
"1650",9
"1651",1
"1652",1
"1653",17
"1654",8
"1655",2
"1656",4
"1657",441
"1658",1
"1659",56
"1660",2
"1661",1
"1662",2
"1663",1
"1664",3
"1665",6
"1666",2
"1667",2
"1668",1
"1669",261
"1670",1
"1671",4
"1672",2
"1673",1
"1674",10
"1675",1
"1676",1
"1677",2
"1678",3
"1679",3
"1680",2
"1681",1
"1682",1
"1683",1
"1684",5
"1685",1
"1686",2
"1687",1
"1688",21
"1689",3
"1690",1
"1691",1
"1692",2
"1693",7
"1694",1
"1695",1
"1696",10
"1697",3
"1698",7
"1699",10
"1700",1
"1701",1
"1702",5
"1703",4
"1704",1
"1705",1
"1706",2
"1707",1
"1708",1
"1709",1
"1710",1
"1711",1
"1712",43
"1713",1
"1714",1
"1715",1
"1716",1
"1717",1
"1718",1
"1719",3
"1720",8
"1721",1
"1722",1
"1723",4
"1724",46
"1725",4
"1726",6
"1727",17
"1728",20
"1729",1
"1730",1
"1731",2
"1732",1
"1733",1
"1734",1
"1735",8
"1736",355
"1737",1
"1738",2
"1739",1
"1740",7
"1741",1
"1742",1
"1743",150
"1744",1
"1745",11
"1746",7
"1747",2
"1748",2
"1749",29
"1750",6
"1751",1
"1752",1
"1753",9
"1754",1
"1755",1
"1756",1
"1757",1
"1758",1
"1759",4
"1760",1
"1761",3
"1762",1
"1763",3
"1764",1
"1765",1
"1766",1
"1767",1
"1768",2
"1769",6
"1770",2
"1771",1
"1772",1
"1773",4
"1774",6
"1775",4
"1776",3
"1777",1
"1778",1
"1779",3
"1780",1
"1781",2
"1782",13
"1783",2
"1784",2
"1785",1
"1786",1
"1787",1
"1788",1
"1789",50
"1790",1
"1791",2
"1792",2
"1793",1
"1794",2
"1795",2
"1796",1
"1797",2
"1798",1
"1799",8
"1800",1
"1801",2
"1802",1
"1803",1
"1804",2
"1805",1
"1806",4
"1807",7
"1808",7
"1809",2
"1810",2
"1811",1
"1812",4
"1813",1
"1814",2
"1815",1
"1816",1
"1817",3
"1818",19
"1819",6
"1820",1
"1821",5
"1822",1
"1823",2
"1824",3
"1825",1
"1826",1
"1827",2
"1828",1
"1829",418
"1830",51
"1831",1390
"1832",3
"1833",257
"1834",2
"1835",44
"1836",1
"1837",2
"1838",10
"1839",4
"1840",1
"1841",1
"1842",3
"1843",1
"1844",2
"1845",2
"1846",28
"1847",1
"1848",1
"1849",1
"1850",20
"1851",1
"1852",1
"1853",5
"1854",1
"1855",5
"1856",1
"1857",1
"1858",1
"1859",1
"1860",19
"1861",1
"1862",6
"1863",2
"1864",2
"1865",1
"1866",2
"1867",86
"1868",2
"1869",1
"1870",21
"1871",1
"1872",17
"1873",3
"1874",2
"1875",1
"1876",1
"1877",11
"1878",1
"1879",1
"1880",3
"1881",20
"1882",1
"1883",1
"1884",1
"1885",488
"1886",1
"1887",1
"1888",1
"1889",38
"1890",8
"1891",2
"1892",1
"1893",15
"1894",1
"1895",10
"1896",5
"1897",11
"1898",3
"1899",104
"1900",1
"1901",35
"1902",1
"1903",2
"1904",1
"1905",14
"1906",1
"1907",11
"1908",1
"1909",1
"1910",1
"1911",1
"1912",1
"1913",1
"1914",5
"1915",1
"1916",1
"1917",2
"1918",2
"1919",1
"1920",3
"1921",1
"1922",1
"1923",1070
"1924",3
"1925",1
"1926",21
"1927",10
"1928",1
"1929",1
"1930",3
"1931",1
"1932",121
"1933",5
"1934",1
"1935",10
"1936",2
"1937",2
"1938",1
"1939",1
"1940",1
"1941",1
"1942",7
"1943",1
"1944",3
"1945",1
"1946",3
"1947",1
"1948",1
"1949",13
"1950",8
"1951",1
"1952",1
"1953",6
"1954",4
"1955",1
"1956",1
"1957",2
"1958",16
"1959",14
"1960",1
"1961",9
"1962",26
"1963",5
"1964",1
"1965",1
"1966",4
"1967",2
"1968",3
"1969",1
"1970",1
"1971",7
"1972",1
"1973",1
"1974",1
"1975",1
"1976",1
"1977",1
"1978",1
"1979",2
"1980",3
"1981",3
"1982",3
"1983",1
"1984",3
"1985",8
"1986",3
"1987",5
"1988",10
"1989",1
"1990",1
"1991",1
"1992",1
"1993",3
"1994",6
"1995",1
"1996",1
"1997",3
"1998",1
"1999",1
"2000",1
"2001",1
"2002",6
"2003",1
"2004",1
"2005",2
"2006",2
"2007",2
"2008",84
"2009",1
"2010",2
"2011",7
"2012",2
"2013",2
"2014",3
"2015",1
"2016",2
"2017",2
"2018",1
"2019",1
"2020",1
"2021",2
"2022",1
"2023",4
"2024",1
"2025",3
"2026",1
"2027",14
"2028",5
"2029",5
"2030",3
"2031",1
"2032",2
"2033",1
"2034",2
"2035",3
"2036",1
"2037",1
"2038",1
"2039",33
"2040",1
"2041",1
"2042",259
"2043",1
"2044",3
"2045",1
"2046",1
"2047",17
"2048",1
"2049",1
"2050",7
"2051",1
"2052",1
"2053",1
"2054",1
"2055",1
"2056",1
"2057",8
"2058",6
"2059",5
"2060",1
"2061",13
"2062",1
"2063",2
"2064",1
"2065",1
"2066",1
"2067",47
"2068",16
"2069",10
"2070",5
"2071",15
"2072",1
"2073",48
"2074",1
"2075",1
"2076",1
"2077",1
"2078",1
"2079",2
"2080",3
"2081",1
"2082",2
"2083",5
"2084",1
"2085",1
"2086",3
"2087",1
"2088",1
"2089",1
"2090",4
"2091",1
"2092",1
"2093",1
"2094",14
"2095",1
"2096",1
"2097",2
"2098",1
"2099",3
"2100",1
"2101",1
"2102",1
"2103",6
"2104",2
"2105",1
"2106",3
"2107",1
"2108",2
"2109",1
"2110",3
"2111",3
"2112",1
"2113",2
"2114",90
"2115",4410
"2116",17
"2117",2
"2118",1
"2119",8
"2120",1
"2121",12
"2122",15
"2123",2
"2124",1
"2125",1
"2126",1
"2127",6
"2128",3
"2129",1
"2130",1
"2131",1
"2132",1
"2133",1
"2134",2
"2135",1
"2136",7
"2137",2
"2138",1
"2139",6
"2140",1
"2141",3
"2142",29
"2143",1
"2144",68
"2145",1
"2146",1
"2147",1
"2148",1
"2149",1
"2150",3
"2151",1
"2152",2
"2153",4
"2154",1
"2155",2
"2156",1
"2157",1
"2158",1
"2159",1
"2160",1
"2161",9
"2162",1
"2163",1
"2164",1
"2165",1
"2166",3
"2167",36
"2168",1
"2169",29
"2170",4
"2171",1
"2172",1
"2173",2
"2174",2
"2175",12
"2176",7
"2177",1
"2178",1
"2179",1
"2180",1
"2181",1
"2182",12
"2183",2
"2184",1
"2185",2
"2186",1
"2187",2
"2188",56
"2189",35
"2190",3
"2191",2
"2192",1
"2193",2
"2194",2
"2195",2
"2196",1
"2197",11
"2198",1
"2199",3
"2200",1
"2201",1
"2202",1
"2203",1
"2204",2
"2205",1
"2206",1
"2207",3
"2208",1
"2209",1
"2210",1
"2211",1
"2212",1
"2213",5
"2214",5
"2215",1
"2216",10
"2217",1
"2218",1
"2219",1
"2220",1
"2221",7
"2222",3
"2223",2
"2224",4
"2225",4
"2226",2
"2227",1
"2228",3
"2229",1
"2230",2
"2231",1
"2232",1
"2233",1
"2234",17
"2235",1
"2236",4
"2237",3
"2238",2
"2239",10
"2240",1
"2241",1
"2242",1
"2243",1
"2244",1
"2245",3
"2246",2
"2247",1
"2248",1
"2249",1
"2250",1
"2251",1
"2252",6
"2253",1
"2254",3
"2255",1
"2256",1
"2257",1
"2258",1
"2259",1
"2260",1
"2261",2
"2262",1
"2263",5
"2264",4
"2265",3
"2266",1
"2267",7
"2268",2
"2269",10
"2270",3
"2271",42
"2272",1
"2273",1
"2274",5
"2275",1
"2276",1
"2277",2
"2278",2
"2279",1
"2280",10
"2281",1
"2282",25
"2283",2
"2284",1
"2285",1
"2286",1
"2287",2
"2288",3
"2289",1
"2290",1
"2291",5
"2292",1
"2293",2
"2294",1
"2295",14
"2296",9
"2297",1
"2298",1
"2299",5
"2300",1
"2301",2
"2302",9
"2303",3
"2304",1
"2305",1
"2306",1
"2307",1
"2308",1
"2309",6
"2310",1
"2311",2
"2312",5
"2313",1
"2314",2
"2315",1
"2316",6
"2317",2
"2318",1
"2319",2
"2320",1
"2321",1
"2322",5
"2323",1
"2324",1
"2325",1
"2326",1
"2327",3
"2328",1
"2329",1
"2330",1
"2331",1
"2332",1
"2333",4
"2334",2
"2335",1
"2336",1
"2337",1
"2338",1
"2339",3
"2340",2
"2341",1
"2342",1
"2343",1
"2344",2
"2345",1
"2346",4
"2347",1
"2348",2
"2349",1
"2350",5
"2351",1
"2352",1
"2353",1
"2354",3
"2355",8
"2356",1
"2357",6
"2358",1
"2359",3
"2360",22
"2361",1
"2362",1
"2363",1
"2364",1
"2365",1
"2366",1
"2367",1
"2368",1
"2369",3
"2370",1
"2371",1
"2372",1
"2373",2
"2374",1
"2375",2546
"2376",1
"2377",25
"2378",30
"2379",2
"2380",1
"2381",1
"2382",1
"2383",2
"2384",2
"2385",12
"2386",1
"2387",2
"2388",1
"2389",1
"2390",3
"2391",1
"2392",1
"2393",1
"2394",592
"2395",1
"2396",1
"2397",2
"2398",1
"2399",3
"2400",1
"2401",3
"2402",4
"2403",1
"2404",2
"2405",1
"2406",1
"2407",1
"2408",1
"2409",15
"2410",1
"2411",20
"2412",1
"2413",1
"2414",12
"2415",1
"2416",6
"2417",1
"2418",3
"2419",1
"2420",1
"2421",3
"2422",16
"2423",7
"2424",6
"2425",1
"2426",169
"2427",1
"2428",1
"2429",2
"2430",2
"2431",2
"2432",1
"2433",1
"2434",5
"2435",35
"2436",1
"2437",1
"2438",3
"2439",2
"2440",213
"2441",8
"2442",1
"2443",3
"2444",5
"2445",1
"2446",1
"2447",2
"2448",1
"2449",1
"2450",4
"2451",2
"2452",1
"2453",1
"2454",18
"2455",1
"2456",2
"2457",5
"2458",14
"2459",3
"2460",1
"2461",2
"2462",1
"2463",1
"2464",41
"2465",1
"2466",7
"2467",1
"2468",1
"2469",11
"2470",7
"2471",5
"2472",1
"2473",1
"2474",60
"2475",1
"2476",1
"2477",2
"2478",1
"2479",1
"2480",25
"2481",1
"2482",25
"2483",7
"2484",67
"2485",2
"2486",1
"2487",1
"2488",1
"2489",4
"2490",161
"2491",1
"2492",66
"2493",1
"2494",1
"2495",1
"2496",1
