"","x"
"291",6
"292",6
"293",1
"294",1
"295",1
"296",1
"297",1
"298",1
"299",1
"300",2
"301",13
"302",4
"303",1
"304",625
"305",1
"306",1
"307",3
"308",1
"309",6
"310",2
"311",1
"312",1
"313",4
"314",1
"315",17
"316",1
"317",1
"318",1
"319",1
"320",1
"321",1
"322",4
"323",6
"324",32
"325",1
"326",1
"327",2
"328",1
"329",1
"330",2
"331",8
"332",3
"333",172
"334",2
"335",1
"336",2
"337",2
"338",10
"339",1
"340",267
"341",1
"342",1
"343",1
"344",2
"345",27
"346",1
"347",2
"348",2
"349",208
"350",1
"351",2
"352",1
"353",2
"354",1
"355",1
"356",1
"357",37
"358",2
"359",8
"360",1
"361",1
"362",4
"363",1
"364",1
"365",1
"366",1
"367",1
"368",1
"369",1
"370",5
"371",3
"372",3
"373",3
"374",2
"375",8
"376",2
"377",1
"378",1
"379",3
"380",7
"381",2
"382",1
"383",28
"384",1
"385",1
"386",1
"387",43
"388",9
"389",1
"390",1
"391",1
"392",1
"393",10
"394",1
"395",1
"396",5
"397",10
"398",9
"399",2
"400",2
"401",13
"402",1
"403",2
"404",3
"405",1
"406",2
"407",4
"408",3
"409",2
"410",6
"411",1
"412",1
"413",1
"414",5
"415",1
"416",8
"417",1
"418",14
"419",1
"420",10
"421",2
"422",2
"423",1
"424",2
"425",3
"426",3
"427",2
"428",1
"429",6
"430",1
"431",1
"432",2
"433",21
"434",1
"435",1
"436",1
"437",1
"438",2
"439",3
"440",1
"441",1
"442",1
"443",1
"444",1
"445",3
"446",1
"447",1
"448",1
"449",1
"450",13
"451",1
"452",13
"453",1
"454",2
"455",96
"456",1
"457",1
"458",1
"459",4
"460",1
"461",1
"462",1
"463",1
"464",4
"465",12
"466",24
"467",14
"468",5
"469",1
"470",3
"471",1
"472",5
"473",3
"474",14
"475",1
"476",1
"477",1
"478",1
"479",1
"480",1
"481",1
"482",1
"483",1
"484",4
"485",2
"486",4
"487",6
"488",1
"489",5
"490",2
"491",1
"492",3
"493",1
"494",113
"495",3
"496",1
"497",7
"498",17
"499",5
"500",1
"501",3
"502",1
"503",1
"504",24
"505",2
"506",1
"507",1
"508",2
"509",1
"510",1
"511",2
"512",1
"513",1
"514",1
"515",1
"516",1
"517",4
"518",2
"519",1
"520",10
"521",1
"522",34
"523",1
"524",1
"525",1
"526",1
"527",1
"528",1
"529",1
"530",4
"531",4
"532",1
"533",1
"534",1
"535",2
"536",2
"537",8
"538",2
"539",7
"540",1
"541",7
"542",1
"543",1
"544",1
"545",1
"546",1
"547",1
"548",1
"549",2
"550",2151
"551",1
"552",1
"553",1
"554",8
"555",1
"556",1
"557",4
"558",1
"559",2
"560",1
"561",2
"562",2
"563",1
"564",192
"565",1
"566",1
"567",1
"568",1
"569",5
"570",1
"571",34
"572",1
"573",2
"574",3
"575",9
"576",1
"577",2
"578",2
"579",1
"580",7
"581",2
"582",2
"583",314
"584",25
"585",1
"586",1
"587",1
"588",2
"589",3
"590",26
"591",1
"592",1
"593",1
"594",1
"595",1
"596",1
"597",1
"598",4
"599",1
"600",6
"601",2
"602",2
"603",164
"604",1
"605",3
"606",1
"607",1
"608",13
"609",1
"610",1
"611",11
"612",5
"613",1
"614",8
"615",4
"616",6
"617",1
"618",2
"619",1
"620",1
"621",7
"622",1
"623",12
"624",1
"625",17
"626",337
"627",2
"628",1
"629",1
"630",1
"631",5
"632",1
"633",2
"634",5
"635",2
"636",1
"637",1
"638",2
"639",1
"640",1
"641",20
"642",1
"643",16
"644",10
"645",11
"646",1
"647",2
"648",11
"649",1
"650",1
"651",1
"652",1
"653",1
"654",2
"655",1
"656",2
"657",1
"658",5
"659",1
"660",4
"661",1
"662",1
"663",1
"664",3
"665",1
"666",1
"667",1
"668",1
"669",1
"670",25
"671",1
"672",1
"673",33
"674",1
"675",1
"676",2
"677",1
"678",1
"679",5
"680",3
"681",1
"682",6
"683",1
"684",1
"685",6
"686",1
"687",14
"688",1
"689",1
"690",1
"691",14
"692",1
"693",1
"694",3
"695",1
"696",1
"697",14
"698",5
"699",2
"700",1
"701",2
"702",76
"703",6
"704",4
"705",1
"706",1
"707",1
"708",25
"709",1
"710",19
"711",1
"712",2
"713",270
"714",18
"715",1
"716",1
"717",4
"718",3
"719",4
"720",1
"721",1
"722",1
"723",1
"724",1
"725",3
"726",1
"727",20
"728",3
"729",3
"730",1
"731",1
"732",1
"733",1
"734",1
"735",6
"736",1
"737",8
"738",8
"739",2
"740",1
"741",1
"742",1
"743",164
"744",1
"745",1
"746",1
"747",7
"748",1
"749",1
"750",4
"751",1
"752",1
"753",5
"754",2
"755",1
"756",1
"757",11
"758",4
"759",1
"760",1
"761",5
"762",1
"763",1
"764",1
"765",1
"766",31
"767",2
"768",1
"769",1
"770",5
"771",1
"772",2
"773",1
"774",1
"775",6
"776",2
"777",1
"778",1
"779",1
"780",9
"781",5
"782",1
"783",9
"784",4
"785",2
"786",6
"787",1
"788",7
"789",1
"790",1
"791",11
"792",1
"793",1
"794",1
"795",200
"796",2
"797",1
"798",1
"799",1
"800",6
"801",1
"802",15
"803",1
"804",5
"805",11
"806",2
"807",4
"808",21
"809",1
"810",1
"811",3
"812",1
"813",1
"814",1
"815",1
"816",1
"817",7
"818",2
"819",1
"820",43
"821",1
"822",1
"823",1
"824",47
"825",1
"826",5
"827",91
"828",1
"829",1
"830",1
"831",1
"832",2
"833",1
"834",2
"835",9
"836",2
"837",1
"838",1
"839",16
"840",27
"841",1
"842",1
"843",1
"844",1
"845",1
"846",1
"847",2
"848",6
"849",1
"850",38
"851",1
"852",1
"853",1
"854",2
"855",3
"856",2
"857",1
"858",5
"859",1
"860",5
"861",12
"862",4
"863",1
"864",5
"865",1
"866",1
"867",1
"868",2
"869",1
"870",1
"871",1
"872",1
"873",1
"874",5
"875",1
"876",1
"877",1
"878",1
"879",1
"880",2
"881",5
"882",3
"883",2
"884",5
"885",1
"886",3
"887",3
"888",1
"889",2
"890",2
"891",1
"892",2
"893",2231
"894",2
"895",3
"896",3
"897",9
"898",2
"899",5
"900",1
"901",6
"902",1
"903",1
"904",7
"905",1
"906",1
"907",3
"908",1
"909",1
"910",1
"911",1
"912",1
"913",3
"914",2
"915",1
"916",1
"917",159
"918",7
"919",1
"920",1
"921",1
"922",1
"923",4
"924",1
"925",1
"926",15
"927",24
"928",1
"929",1
"930",1
"931",39
"932",115
"933",2
"934",2
"935",25
"936",19
"937",1
"938",2
"939",1
"940",1
"941",2
"942",79
"943",1
"944",2
"945",1
"946",3
"947",47
"948",1
"949",2
"950",1
"951",2
"952",1
"953",1
"954",1
"955",1
"956",2
"957",1
"958",5
"959",1
"960",2
"961",1
"962",23
"963",3
"964",1
"965",1
"966",1
"967",1
"968",32
"969",2
"970",1
"971",3
"972",60
"973",2
"974",1
"975",4
"976",1
"977",1
"978",1
"979",1
"980",4
"981",49
"982",3
"983",1
"984",2
"985",20
"986",1
"987",2
"988",1
"989",27
"990",2
"991",1
"992",101
"993",1
"994",3
"995",11
"996",3
"997",6
"998",32
"999",2
"1000",1
"1001",5
"1002",21
"1003",1
"1004",5
"1005",1
"1006",1
"1007",1
"1008",1
"1009",232
"1010",1
"1011",3
"1012",4
"1013",2
"1014",1
"1015",7
"1016",1
"1017",1
"1018",2
"1019",38
"1020",3
"1021",4
"1022",1
"1023",3
"1024",2
"1025",2
"1026",32
"1027",16
"1028",8
"1029",1
"1030",1
"1031",8
"1032",6
"1033",1
"1034",2
"1035",1
"1036",89
"1037",6
"1038",2
"1039",2
"1040",1
"1041",432
"1042",5
"1043",1
"1044",1
"1045",5
"1046",17
"1047",1
"1048",1
"1049",1
"1050",3
"1051",1
"1052",1
"1053",7
"1054",5
"1055",1
"1056",9
"1057",1
"1058",1
"1059",140
"1060",1
"1061",1
"1062",1
"1063",1
"1064",1
"1065",2
"1066",1
"1067",15
"1068",4
"1069",2
"1070",1
"1071",1
"1072",4
"1073",1
"1074",1
"1075",1
"1076",1
"1077",1
"1078",2
"1079",1
"1080",1
"1081",1
"1082",6
"1083",8
"1084",3
"1085",5
"1086",4
"1087",1
"1088",22
"1089",1
"1090",1
"1091",1
"1092",4
"1093",3
"1094",1
"1095",3
"1096",23
"1097",1
"1098",1
"1099",1
"1100",1
"1101",1
"1102",2
"1103",3
"1104",3
"1105",1
"1106",2
"1107",2
"1108",2
"1109",179
"1110",1
"1111",1
"1112",1
"1113",3
"1114",3
"1115",4
"1116",1
"1117",28
"1118",1
"1119",1
"1120",1
"1121",5
"1122",1
"1123",1
"1124",2
"1125",5
"1126",2
"1127",1
"1128",1
"1129",3
"1130",1
"1131",2
"1132",1
"1133",98
"1134",2
"1135",2
"1136",5
"1137",19
"1138",1
"1139",1
"1140",2
"1141",1
"1142",2
"1143",4
"1144",1
"1145",76
"1146",1
"1147",1
"1148",1
"1149",1
"1150",22
"1151",1
"1152",1
"1153",1
"1154",4
"1155",4
"1156",1
"1157",2
"1158",41
"1159",1
"1160",3
"1161",1
"1162",9
"1163",41
"1164",1
"1165",2
"1166",2
"1167",1
"1168",1
"1169",2
"1170",2
"1171",4
"1172",1
"1173",1
"1174",1
"1175",3
"1176",1
"1177",1
"1178",1
"1179",2
"1180",4
"1181",3
"1182",1
"1183",1
"1184",1
"1185",1
"1186",2
"1187",2
"1188",1
"1189",1
"1190",1
"1191",1
"1192",1
"1193",1
"1194",1
"1195",1
"1196",1
"1197",2
"1198",1
"1199",6
"1200",1
"1201",2
"1202",3
"1203",1
"1204",1
"1205",1
"1206",452
"1207",710
"1208",15
"1209",1
"1210",211
"1211",16
"1212",2
"1213",1
"1214",40
"1215",5
"1216",140
"1217",12
"1218",12
"1219",5
"1220",1
"1221",3
"1222",4
"1223",40
"1224",135
"1225",14
"1226",1
"1227",2
"1228",61
"1229",3
"1230",1
"1231",1
"1232",7
"1233",1
"1234",1
"1235",1
"1236",6
"1237",1
"1238",11
"1239",2
"1240",1
"1241",1
"1242",11
"1243",5
"1244",29
"1245",10
"1246",17
"1247",1
"1248",2
"1249",2
"1250",4
"1251",1
"1252",3
"1253",1
"1254",19
"1255",12
"1256",11
"1257",1
"1258",1
"1259",5
"1260",46
"1261",4
"1262",1
"1263",2
"1264",7
"1265",1
"1266",1
"1267",1
"1268",1
"1269",1
"1270",1
"1271",1
"1272",23
"1273",1
"1274",3
"1275",2
"1276",1
"1277",26
"1278",4
"1279",2
"1280",1
"1281",2
"1282",44
"1283",13
"1284",1
"1285",1
"1286",1
"1287",2
"1288",1
"1289",2
"1290",1
"1291",1
"1292",1
"1293",2
"1294",6
"1295",1
"1296",1
"1297",1
"1298",10
"1299",4
"1300",1
"1301",3
"1302",2
"1303",2
"1304",1
"1305",1
"1306",11
"1307",1
"1308",1
"1309",1002
"1310",1
"1311",1
"1312",2
"1313",1
"1314",3
"1315",1
"1316",1
"1317",6
"1318",1
"1319",1
"1320",17
"1321",2
"1322",1
"1323",1
"1324",876
"1325",3
"1326",43
"1327",10
"1328",1
"1329",2
"1330",8
"1331",7
"1332",2
"1333",4
"1334",3
"1335",4
"1336",15
"1337",1
"1338",6
"1339",1
"1340",2
"1341",2
"1342",4
"1343",2
"1344",2
"1345",1
"1346",2
"1347",5
"1348",1
"1349",1
"1350",4
"1351",2
"1352",34
"1353",1
"1354",3
"1355",2
"1356",9
"1357",3
"1358",6
"1359",1
"1360",1
"1361",1
"1362",1
"1363",3
"1364",3
"1365",1
"1366",3
"1367",1
"1368",1
"1369",1
"1370",1
"1371",1
"1372",18
"1373",38
"1374",1
"1375",1
"1376",1
"1377",1
"1378",53
"1379",1
"1380",1
"1381",11
"1382",1
"1383",1
"1384",1
"1385",3
"1386",1
"1387",2
"1388",1
"1389",1
"1390",1
"1391",1
"1392",1
"1393",1
"1394",1
"1395",8
"1396",1
"1397",14
"1398",11
"1399",23
"1400",3
"1401",3
"1402",1
"1403",1
"1404",1
"1405",2
"1406",2
"1407",1
"1408",3
"1409",1
"1410",2
"1411",19
"1412",10
"1413",1
"1414",1
"1415",1
"1416",4
"1417",8
"1418",6
"1419",1
"1420",4
"1421",1
"1422",1
"1423",1
"1424",1
"1425",1
"1426",11
"1427",1
"1428",1
"1429",1
"1430",4
"1431",3
"1432",1
"1433",9
"1434",1
"1435",8
"1436",25
"1437",32
"1438",1
"1439",2
"1440",13
"1441",2
"1442",46
"1443",1
"1444",1
"1445",8
"1446",1
"1447",1
"1448",1
"1449",2
"1450",2
"1451",5
"1452",1
"1453",1
"1454",1
"1455",1
"1456",2
"1457",3
"1458",1
"1459",3
"1460",1
"1461",1
"1462",1
"1463",1
"1464",4
"1465",1
"1466",1
"1467",1
"1468",1
"1469",3
"1470",1
"1471",1
"1472",1
"1473",9
"1474",1
"1475",8
"1476",1
"1477",17
"1478",1
"1479",1
"1480",1
"1481",1
"1482",1
"1483",1
"1484",1
"1485",3
"1486",143
"1487",1
"1488",25
"1489",3
"1490",1
"1491",5
"1492",1
"1493",1
"1494",37
"1495",2
"1496",1
"1497",1
"1498",1
"1499",4
"1500",1
"1501",1
"1502",1
"1503",1
"1504",1
"1505",1
"1506",1
"1507",1
"1508",1
"1509",1
"1510",2
"1511",1
"1512",1
"1513",9
"1514",3
"1515",1
"1516",3
"1517",5
"1518",1
"1519",1
"1520",5
"1521",1
"1522",2
"1523",2
"1524",1
"1525",1
"1526",1
"1527",1447
"1528",128
"1529",79
"1530",1
"1531",5
"1532",756
"1533",2
"1534",1
"1535",6
"1536",8
"1537",1
"1538",1
"1539",6
"1540",1
"1541",1
"1542",1
"1543",1
"1544",356
"1545",6
"1546",15
"1547",1
"1548",19
"1549",1
"1550",1
"1551",1
"1552",1
"1553",1
"1554",1
"1555",1
"1556",1
"1557",1
"1558",1
"1559",2
"1560",5
"1561",7
"1562",2
"1563",1
"1564",2
"1565",10
"1566",23
"1567",11
"1568",4
"1569",1
"1570",1
"1571",1
"1572",84
"1573",1
"1574",28
"1575",3
"1576",3
"1577",1
"1578",1
"1579",5
"1580",1
"1581",1
"1582",1
"1583",1
"1584",1
"1585",2
"1586",1
"1587",1
"1588",1
"1589",1
"1590",1
"1591",1
"1592",2
"1593",1
"1594",5
"1595",1
"1596",1
"1597",4
"1598",1
"1599",1
"1600",1
"1601",5
"1602",2
"1603",10
"1604",1
"1605",5
"1606",1
"1607",1
"1608",5
"1609",9
"1610",1
"1611",1
"1612",1
"1613",23
"1614",1
"1615",3
"1616",1
"1617",13
"1618",1
"1619",1
"1620",4
"1621",2
"1622",6
"1623",1
"1624",40
"1625",1
"1626",76
"1627",33
"1628",1
"1629",36
"1630",2
"1631",1
"1632",1
"1633",1
"1634",1
"1635",1
"1636",3
"1637",1
"1638",2
"1639",3
"1640",11
"1641",1
"1642",31
"1643",1
"1644",27
"1645",1
"1646",1
"1647",1
"1648",9
"1649",1
"1650",1
"1651",17
"1652",8
"1653",2
"1654",4
"1655",441
"1656",1
"1657",56
"1658",2
"1659",1
"1660",2
"1661",1
"1662",3
"1663",6
"1664",2
"1665",2
"1666",1
"1667",261
"1668",1
"1669",4
"1670",2
"1671",1
"1672",10
"1673",1
"1674",1
"1675",2
"1676",3
"1677",3
"1678",2
"1679",1
"1680",1
"1681",1
"1682",5
"1683",1
"1684",2
"1685",1
"1686",21
"1687",3
"1688",1
"1689",1
"1690",2
"1691",7
"1692",1
"1693",1
"1694",10
"1695",3
"1696",7
"1697",10
"1698",1
"1699",1
"1700",5
"1701",4
"1702",1
"1703",1
"1704",2
"1705",1
"1706",1
"1707",1
"1708",1
"1709",1
"1710",43
"1711",1
"1712",1
"1713",1
"1714",1
"1715",1
"1716",1
"1717",3
"1718",8
"1719",1
"1720",1
"1721",4
"1722",46
"1723",4
"1724",6
"1725",17
"1726",20
"1727",1
"1728",1
"1729",2
"1730",1
"1731",1
"1732",1
"1733",8
"1734",355
"1735",1
"1736",2
"1737",1
"1738",7
"1739",1
"1740",1
"1741",150
"1742",1
"1743",11
"1744",7
"1745",2
"1746",2
"1747",29
"1748",6
"1749",1
"1750",1
"1751",9
"1752",1
"1753",1
"1754",1
"1755",1
"1756",1
"1757",4
"1758",1
"1759",3
"1760",1
"1761",3
"1762",1
"1763",1
"1764",1
"1765",1
"1766",2
"1767",6
"1768",2
"1769",1
"1770",1
"1771",4
"1772",6
"1773",4
"1774",3
"1775",1
"1776",1
"1777",3
"1778",1
"1779",2
"1780",13
"1781",2
"1782",2
"1783",1
"1784",1
"1785",1
"1786",1
"1787",50
"1788",1
"1789",2
"1790",2
"1791",1
"1792",2
"1793",2
"1794",1
"1795",2
"1796",1
"1797",8
"1798",1
"1799",2
"1800",1
"1801",1
"1802",2
"1803",1
"1804",4
"1805",7
"1806",7
"1807",2
"1808",2
"1809",1
"1810",4
"1811",1
"1812",2
"1813",1
"1814",1
"1815",3
"1816",19
"1817",6
"1818",1
"1819",5
"1820",1
"1821",2
"1822",3
"1823",1
"1824",1
"1825",2
"1826",1
"1827",418
"1828",51
"1829",1390
"1830",3
"1831",257
"1832",2
"1833",44
"1834",1
"1835",2
"1836",10
"1837",4
"1838",1
"1839",1
"1840",3
"1841",1
"1842",2
"1843",2
"1844",28
"1845",1
"1846",1
"1847",1
"1848",20
"1849",1
"1850",1
"1851",5
"1852",1
"1853",5
"1854",1
"1855",1
"1856",1
"1857",1
"1858",19
"1859",1
"1860",6
"1861",2
"1862",2
"1863",1
"1864",2
"1865",86
"1866",2
"1867",1
"1868",21
"1869",1
"1870",17
"1871",3
"1872",2
"1873",1
"1874",1
"1875",11
"1876",1
"1877",1
"1878",3
"1879",20
"1880",1
"1881",1
"1882",1
"1883",488
"1884",1
"1885",1
"1886",1
"1887",38
"1888",8
"1889",2
"1890",1
"1891",15
"1892",1
"1893",10
"1894",5
"1895",11
"1896",3
"1897",104
"1898",1
"1899",35
"1900",1
"1901",2
"1902",1
"1903",14
"1904",1
"1905",11
"1906",1
"1907",1
"1908",1
"1909",1
"1910",1
"1911",1
"1912",5
"1913",1
"1914",1
"1915",2
"1916",2
"1917",1
"1918",3
"1919",1
"1920",1
"1921",1070
"1922",3
"1923",1
"1924",21
"1925",10
"1926",1
"1927",1
"1928",3
"1929",1
"1930",121
"1931",5
"1932",1
"1933",10
"1934",2
"1935",2
"1936",1
"1937",1
"1938",1
"1939",1
"1940",7
"1941",1
"1942",3
"1943",1
"1944",3
"1945",1
"1946",1
"1947",13
"1948",8
"1949",1
"1950",1
"1951",6
"1952",4
"1953",1
"1954",1
"1955",2
"1956",16
"1957",14
"1958",1
"1959",9
"1960",26
"1961",5
"1962",1
"1963",1
"1964",4
"1965",2
"1966",3
"1967",1
"1968",1
"1969",7
"1970",1
"1971",1
"1972",1
"1973",1
"1974",1
"1975",1
"1976",1
"1977",2
"1978",3
"1979",3
"1980",3
"1981",1
"1982",3
"1983",8
"1984",3
"1985",5
"1986",10
"1987",1
"1988",1
"1989",1
"1990",1
"1991",3
"1992",6
"1993",1
"1994",1
"1995",3
"1996",1
"1997",1
"1998",1
"1999",1
"2000",6
"2001",1
"2002",1
"2003",2
"2004",2
"2005",2
"2006",84
"2007",1
"2008",2
"2009",7
"2010",2
"2011",2
"2012",3
"2013",1
"2014",2
"2015",2
"2016",1
"2017",1
"2018",1
"2019",2
"2020",1
"2021",4
"2022",1
"2023",3
"2024",1
"2025",14
"2026",5
"2027",5
"2028",3
"2029",1
"2030",2
"2031",1
"2032",2
"2033",3
"2034",1
"2035",1
"2036",1
"2037",33
"2038",1
"2039",1
"2040",259
"2041",1
"2042",3
"2043",1
"2044",1
"2045",17
"2046",1
"2047",1
"2048",7
"2049",1
"2050",1
"2051",1
"2052",1
"2053",1
"2054",1
"2055",8
"2056",6
"2057",5
"2058",1
"2059",13
"2060",1
"2061",2
"2062",1
"2063",1
"2064",1
"2065",47
"2066",16
"2067",10
"2068",5
"2069",15
"2070",1
"2071",48
"2072",1
"2073",1
"2074",1
"2075",1
"2076",1
"2077",2
"2078",3
"2079",1
"2080",2
"2081",5
"2082",1
"2083",1
"2084",3
"2085",1
"2086",1
"2087",1
"2088",4
"2089",1
"2090",1
"2091",1
"2092",14
"2093",1
"2094",1
"2095",2
"2096",1
"2097",3
"2098",1
"2099",1
"2100",1
"2101",6
"2102",2
"2103",1
"2104",3
"2105",1
"2106",2
"2107",1
"2108",3
"2109",3
"2110",1
"2111",2
"2112",90
"2113",4410
"2114",17
"2115",2
"2116",1
"2117",8
"2118",1
"2119",12
"2120",15
"2121",2
"2122",1
"2123",1
"2124",1
"2125",6
"2126",3
"2127",1
"2128",1
"2129",1
"2130",1
"2131",1
"2132",2
"2133",1
"2134",7
"2135",2
"2136",1
"2137",6
"2138",1
"2139",3
"2140",29
"2141",1
"2142",68
"2143",1
"2144",1
"2145",1
"2146",1
"2147",1
"2148",3
"2149",1
"2150",2
"2151",4
"2152",1
"2153",2
"2154",1
"2155",1
"2156",1
"2157",1
"2158",1
"2159",9
"2160",1
"2161",1
"2162",1
"2163",1
"2164",3
"2165",36
"2166",1
"2167",29
"2168",4
"2169",1
"2170",1
"2171",2
"2172",2
"2173",12
"2174",7
"2175",1
"2176",1
"2177",1
"2178",1
"2179",1
"2180",12
"2181",2
"2182",1
"2183",2
"2184",1
"2185",2
"2186",56
"2187",35
"2188",3
"2189",2
"2190",1
"2191",2
"2192",2
"2193",2
"2194",1
"2195",11
"2196",1
"2197",3
"2198",1
"2199",1
"2200",1
"2201",1
"2202",2
"2203",1
"2204",1
"2205",3
"2206",1
"2207",1
"2208",1
"2209",1
"2210",1
"2211",5
"2212",5
"2213",1
"2214",10
"2215",1
"2216",1
"2217",1
"2218",1
"2219",7
"2220",3
"2221",2
"2222",4
"2223",4
"2224",2
"2225",1
"2226",3
"2227",1
"2228",2
"2229",1
"2230",1
"2231",1
"2232",17
"2233",1
"2234",4
"2235",3
"2236",2
"2237",10
"2238",1
"2239",1
"2240",1
"2241",1
"2242",1
"2243",3
"2244",2
"2245",1
"2246",1
"2247",1
"2248",1
"2249",1
"2250",6
"2251",1
"2252",3
"2253",1
"2254",1
"2255",1
"2256",1
"2257",1
"2258",1
"2259",2
"2260",1
"2261",5
"2262",4
"2263",3
"2264",1
"2265",7
"2266",2
"2267",10
"2268",3
"2269",42
"2270",1
"2271",1
"2272",5
"2273",1
"2274",1
"2275",2
"2276",2
"2277",1
"2278",10
"2279",1
"2280",25
"2281",2
"2282",1
"2283",1
"2284",1
"2285",2
"2286",3
"2287",1
"2288",1
"2289",5
"2290",1
"2291",2
"2292",1
"2293",14
"2294",9
"2295",1
"2296",1
"2297",5
"2298",1
"2299",2
"2300",9
"2301",3
"2302",1
"2303",1
"2304",1
"2305",1
"2306",1
"2307",6
"2308",1
"2309",2
"2310",5
"2311",1
"2312",2
"2313",1
"2314",6
"2315",2
"2316",1
"2317",2
"2318",1
"2319",1
"2320",5
"2321",1
"2322",1
"2323",1
"2324",1
"2325",3
"2326",1
"2327",1
"2328",1
"2329",1
"2330",1
"2331",4
"2332",2
"2333",1
"2334",1
"2335",1
"2336",1
"2337",3
"2338",2
"2339",1
"2340",1
"2341",1
"2342",2
"2343",1
"2344",4
"2345",1
"2346",2
"2347",1
"2348",5
"2349",1
"2350",1
"2351",1
"2352",3
"2353",8
"2354",1
"2355",6
"2356",1
"2357",3
"2358",22
"2359",1
"2360",1
"2361",1
"2362",1
"2363",1
"2364",1
"2365",1
"2366",1
"2367",3
"2368",1
"2369",1
"2370",1
"2371",2
"2372",1
"2373",2546
"2374",1
"2375",25
"2376",30
"2377",2
"2378",1
"2379",1
"2380",1
"2381",2
"2382",2
"2383",12
"2384",1
"2385",2
"2386",1
"2387",1
"2388",3
"2389",1
"2390",1
"2391",1
"2392",592
"2393",1
"2394",1
"2395",2
"2396",1
"2397",3
"2398",1
"2399",3
"2400",4
"2401",1
"2402",2
"2403",1
"2404",1
"2405",1
"2406",1
"2407",15
"2408",1
"2409",20
"2410",1
"2411",1
"2412",12
"2413",1
"2414",6
"2415",1
"2416",3
"2417",1
"2418",1
"2419",3
"2420",16
"2421",7
"2422",6
"2423",1
"2424",169
"2425",1
"2426",1
"2427",2
"2428",2
"2429",2
"2430",1
"2431",1
"2432",5
"2433",35
"2434",1
"2435",1
"2436",3
"2437",2
"2438",213
"2439",8
"2440",1
"2441",3
"2442",5
"2443",1
"2444",1
"2445",2
"2446",1
"2447",1
"2448",4
"2449",2
"2450",1
"2451",1
"2452",18
"2453",1
"2454",2
"2455",5
"2456",14
"2457",3
"2458",1
"2459",2
"2460",1
"2461",1
"2462",41
"2463",1
"2464",7
"2465",1
"2466",1
"2467",11
"2468",7
"2469",5
"2470",1
"2471",1
"2472",60
"2473",1
"2474",1
"2475",2
"2476",1
"2477",1
"2478",25
"2479",1
"2480",25
"2481",7
"2482",67
"2483",2
"2484",1
"2485",1
"2486",1
"2487",4
"2488",161
"2489",1
"2490",66
"2491",1
"2492",1
"2493",1
"2494",1
"2495",6
"2496",1
