0.5367	0.071551	0.0087354	0.024962	0.009361	0.040807	0.024392	0.020023	0.17872	1.3864	6.2796	12.497	15.548	16.053	14.077	7.4433	1.0553	0.029828	0.031903	0.043862	0.058086	0.0058493	0.018401	0.15077	2.0709	9.122	14.323	15.489	15.126	14.345	13.409	12.727	12.687	13.226	14.118	15.041	15.604	15.796	15.853	15.682	14.794	12.455	8.0358	3.8218	1.6267	0.77991	0.47175	0.28432	0.17957	0.12967	0.086805	0.060249	0.042413	0.039495	0.046828	0.016398	0.025836	0.015431	0	0.022002	0.033335	0.0089069	0	0.023253	0.0037679	0.025285	0.019028	0.0011577	0.075627	0.70221	4.8632	11.389	14.781	15.683	15.959	16.171	16.353	15.892	14.089	10.02	4.6791	1.2133	0.25967	0.05149	0	0.027684	0.085	0.7125	4.3302	10.933	14.766	15.729	15.085	12.359	7.0901	2.3351	0.54281	0.11178	0.05177	0.027727	0.074936	0.17043	0.55758	2.191	6.656	11.903	14.78	15.586	15.371	13.707	9.4296	4.0491	1.0692	0.30533	0.09032	0.067286	0.077572	0.026474	0.05232	0.10895	0.54238	2.3441	7.2492	12.398	14.701	14.139	9.9349	3.4438
0.074865	0	0.014212	0.0078136	0.022954	0.014728	0	0.018529	0.020081	0.2627	2.6647	9.5999	14.604	15.758	14.369	8.7332	1.7117	0.11697	0.018653	0.017432	0.0027666	0.024228	0.048362	0.43915	3.8615	11.014	14.762	14.845	12.909	9.9889	7.2866	5.7251	5.5096	6.4135	8.4445	11.195	13.621	15.116	15.65	15.327	13.18	8.1054	2.5283	0.45393	0.13493	0.011294	0	0.017574	0.026553	0.0065595	0.038859	0.016494	0.036472	0.0066856	0	0	0.0088152	0.020211	0.038699	0.034555	0.018042	0.025504	0.046449	0.028589	0.031254	0.033986	0.006316	0.17277	0.7782	3.2454	8.7729	13.493	15.352	15.936	16.23	16.083	15.44	13.217	8.8061	3.6193	0.78739	0.091513	0.017418	0.027567	0.017879	0.011952	0	0.13288	1.8514	8.6208	14.022	15.226	13.54	8.2957	2.2681	0.26499	0.042001	0.0041039	0.033441	0.0024891	0.026236	0.013396	0.028741	0.26123	2.0821	7.8659	13.325	15.344	14.906	11.521	4.9367	0.84985	0.082595	0.0011934	0	0.029549	0.029778	0.0083718	0.01209	0.033201	0.056417	0.38523	3.0615	9.6595	13.668	12.825	7.0073	1.2629
0.022623	0.049636	0	0.031575	0	0.019433	0.018555	0.026563	0.008194	0.036566	1.1709	7.2342	13.483	15.568	14.807	10.569	3.4268	0.36171	0.021223	0.031783	0.036253	0.016518	0.17766	1.8047	7.5061	13.165	14.632	12.533	7.8344	3.3437	1.3015	0.72352	0.6775	0.88258	1.7986	4.4719	9.0298	13.133	15.05	14.804	11.408	4.5048	0.5995	0.080106	0	0.022523	0.030759	0.026356	0	0.00086874	0.0042568	0.03728	0.011655	0.002124	0.0099716	0.013666	0.012963	0.15547	0.24927	0.44154	0.64098	0.80733	0.94979	0.94897	0.96922	1.0561	1.4339	2.4893	5.0371	9.1494	13.067	15.164	15.887	16.109	15.936	14.798	12.093	7.2508	2.5218	0.477	0.10597	0.015791	0.0095065	0.0013592	0.030326	0.026969	0.023055	0.044364	1.1413	7.4764	13.473	14.561	11.353	4.3802	0.56699	0.035477	0.0067433	0.0070099	0.024755	0.010889	0.018946	0	0.01648	0.056242	0.51756	4.2488	11.279	14.815	14.357	9.4355	2.3298	0.18186	0.025196	0.01611	0	0	0.013522	0	0	0.0117	0.023663	0.079242	1.327	7.3221	12.703	11.931	5.5328	0.68443
0.012929	0.012098	0.017963	0.0079224	0	0.01063	0.0075281	0.0052284	0.022323	0.062568	0.77687	6.1403	12.905	15.409	15.318	12.717	6.9781	1.8251	0.29186	0.098924	0.11854	0.35631	1.6171	6.0311	11.8	14.457	13.231	8.1099	2.4924	0.45753	0.083403	0.016832	0.015148	0.040938	0.10081	0.67723	3.4734	9.3743	13.702	14.315	10.353	3.039	0.27379	0.010937	0	0.035776	0.026885	0.0073951	0	0.033945	0.0016574	0.020322	0.031722	0.023539	0.09901	0.3122	0.99708	1.9783	3.4492	4.8536	6.0144	6.7879	7.0157	7.1299	7.2365	7.5038	8.315	9.8286	11.902	13.993	15.425	16.158	16.187	15.614	14.078	10.492	5.4701	1.6063	0.28887	0.013103	0.033995	0.012654	0.02821	0.013751	0.0032084	0.0047621	0.0014795	0.068887	1.3014	7.7417	13.485	14.06	9.4129	2.2969	0.13953	0.0032644	0.0081391	0.014198	0.01891	0.0068845	0.01985	0.0091655	0	0.032751	0.12665	2.3156	9.7024	14.315	13.925	8.4705	1.5928	0.097941	0.014323	0.0050439	0.0047326	0	0.0011462	0.013143	0.012669	0.045133	0.037466	0.031963	0.9361	6.4444	12.383	12.034	5.8271	0.77757
0.10184	0.011797	7.3846e-05	0.004375	0	0.00045808	0.011287	0.0079363	0.01489	0.027732	0.96819	6.6819	13.104	15.482	15.636	14.566	11.422	6.5349	2.8629	1.5613	1.7133	3.2115	6.8273	11.518	14.448	14.328	10.259	3.5247	0.46502	0.038315	0	0.011848	0.0017762	0.00046778	0.023741	0.053442	0.87643	5.2395	11.728	13.991	10.633	3.4437	0.3253	0.015058	0.016564	0.033377	0.0088715	0.017283	0.040414	0.0066294	0	0	0.052639	0.29071	1.303	3.6385	6.9007	9.6995	11.666	12.843	13.653	14.023	14.129	14.094	14.06	14.138	14.431	14.951	15.544	16.07	16.377	16.194	15.359	12.965	8.7616	3.8084	0.96215	0.1548	0.02309	0	0.0038224	0.009307	0.023723	0.0039255	0.0074858	0.0041723	0.018195	0.1943	2.3575	9.3818	14.006	13.925	8.5663	1.6165	0.06162	0	0.020787	0.0054386	0.018713	0.030162	0	0	0.016362	0.0094331	0.026736	1.7483	9.0251	14.193	14.128	8.859	1.7665	0.10551	0.0040706	0.0032871	0.03611	0.033035	0.0084093	0.0036128	0.018014	0.014134	0.0039507	0.021715	1.106	7.0675	13.016	13.287	7.9112	1.6079
0.62133	0.05019	0	0.029477	0.024495	0.0070144	0.0071234	0.005861	0.0052537	0.15187	2.0554	8.6492	13.931	15.642	15.832	15.445	14.228	12.076	9.5149	8.0927	8.3917	10.209	12.766	14.717	15.284	13.139	6.6852	1.1065	0.05354	0.016465	0	0.029798	0.00036652	0.021329	0.011229	0.014089	0.24264	2.6813	9.8179	13.868	12.244	5.8958	0.93001	0.083361	0.027908	0	0	0	0.024319	0.0043437	0.0021624	0.10361	0.71052	3.041	7.2813	11.286	14.019	15.388	16.017	16.281	16.423	16.422	16.451	16.467	16.241	16.279	16.427	16.511	16.54	16.454	16.054	14.601	11.607	6.8278	2.4332	0.50105	0.056571	0.029766	0.0016604	0.00072526	0.016512	0.015037	0	0	0.013984	0.0076617	0.074072	0.87705	5.1931	11.793	14.747	14.218	8.9665	1.8436	0.09031	0.063986	0.016367	0.018949	0.015918	0.029099	0	0.012391	0.014162	0.033049	0.089909	1.9652	9.3939	14.472	14.687	10.362	2.9903	0.26038	0.01596	0.033558	0.011241	0.015526	0.024553	0	0.023088	0.02627	0.018011	0.14992	1.9408	8.9331	14.066	14.648	11.091	4.2954
3.1072	0.58672	0.068664	0.040802	0.02044	0.020037	0.053237	0.014056	0.10226	1.0002	5.2245	11.601	14.974	15.771	15.659	15.266	14.64	13.99	13.486	13.457	13.863	14.561	15.366	15.757	15.133	11.27	3.7215	0.3757	0.0055473	0.035405	0	0.02039	0.03091	0.033366	0.027926	0.019483	0.1098	1.6381	8.599	14.046	14.085	9.8158	3.4909	0.56685	0.050639	0.0080914	0	0.013304	0.014529	0.037395	0.28692	1.2859	4.6987	9.9162	13.829	15.797	16.582	16.77	16.865	16.843	17.011	16.953	16.802	16.837	16.82	16.747	16.787	16.629	16.336	15.372	13.245	9.4086	4.6852	1.4009	0.23197	0.021149	0.016712	0	0.010553	0	0.057345	0.0056151	0.00059056	0.039368	0.020484	0.10966	0.76438	3.7446	9.7224	14.07	15.526	14.7	10.404	3.1968	0.31075	0.018275	0.015633	0.015751	0.0042768	0.021043	0.02443	0.0064548	0.015778	0.028451	0.205	3.1118	10.703	15.078	15.374	12.58	5.8846	0.94131	0.065293	0.030706	0.00071997	0.0089405	0.011847	0.021247	0	0.014237	0.031427	0.52425	4.2576	11.372	15.18	15.616	13.842	8.9265
8.7117	3.8958	1.2211	0.34531	0.11855	0.036108	0.088655	0.32494	1.2423	4.6461	10.286	14.101	15.375	15.019	13.867	12.435	11.39	11.231	12.093	13.592	14.806	15.537	15.933	15.965	14.73	9.709	2.199	0.12766	0.0083667	0.012296	0.019196	0.0042063	0.0060245	0	0.031677	0.054051	0.022306	1.4319	8.3539	14.214	15.354	13.413	8.7104	3.4122	0.87105	0.25786	0.079868	0.11871	0.22371	0.74501	2.5327	6.6255	11.435	14.751	16.353	16.814	16.856	16.882	16.784	16.708	16.758	16.751	16.727	16.729	16.66	16.446	16.056	15.372	13.766	10.871	6.5999	2.6628	0.63418	0.1067	0.0088755	0.012686	0	0.012898	0	0.0364	0.0082535	0.0030637	0.019013	0.065314	0.34905	1.4563	4.649	9.6089	13.545	15.268	15.76	15.224	12.454	6.3727	1.2624	0.10518	0.045145	0.0099151	0.025624	0.026082	0.0086914	0.0052485	0.013664	0.029629	0.808	5.6782	12.521	15.582	15.919	14.434	9.932	3.6863	0.6161	0.10838	0.01941	0.010655	0.0504	0.01612	0.017677	0.062977	0.29063	2.3307	8.3539	13.769	15.822	16.033	15.362	13.148
13.857	10.778	6.9137	3.7176	2.0395	1.4824	1.7539	3.2376	6.4347	10.825	14.008	15.015	14.142	11.678	8.3851	5.604	4.1179	4.1044	5.8361	9.1755	12.78	14.957	15.959	15.966	14.508	8.8978	1.6784	0.083127	0.015801	0.015906	0.021503	0.0037495	0.01793	0	0.018676	0	0.076464	1.6651	8.9321	14.661	15.955	15.393	13.373	9.7198	5.6066	2.8856	1.8561	1.8188	2.8108	5.3845	9.099	12.798	15.164	16.228	16.508	16.497	16.454	16.146	15.844	15.67	15.545	15.515	15.53	15.41	14.965	14.061	12.578	10.183	6.9374	3.4197	1.1144	0.24894	0.020883	0.00054436	0.0075771	0	0.013048	0	0.0136	0.034088	0.011249	0.069197	0.28917	1.0999	3.33	7.2263	11.278	14.137	15.404	15.848	15.849	15.725	14.432	10.685	4.7834	1.1206	0.16146	0.033765	0.0087794	0.0056928	0	0.0097943	0.041863	0.29482	2.6426	9.271	14.286	15.956	16.198	15.589	13.465	8.9606	3.6977	1.0023	0.23758	0.072105	0.033632	0.020675	0.098911	0.44768	2.1323	7.0281	12.588	15.278	16.17	16.168	16.078	15.503
15.78	14.978	13.377	11.239	9.3129	8.4731	8.9304	10.446	12.664	14.545	15.111	13.783	10.045	5.1797	1.9028	0.72684	0.41719	0.42274	0.88855	2.8818	7.7751	12.749	15.334	15.899	14.527	9.1574	1.879	0.074423	0.026023	0.040729	0.038316	0.017558	0	0.023635	0	0.0349	0.18556	2.4956	10.033	15.038	16.093	16.057	15.43	14.095	12.141	10.146	9.067	9.0473	10.23	12.235	14.112	15.409	16.081	16.119	15.745	14.941	13.966	12.876	11.856	11.083	10.611	10.279	10.019	9.5651	8.5651	6.9737	4.7729	2.4991	1.071	0.32827	0.038402	0.001287	0.007651	0.024044	0.029145	0.012769	0.0065876	0.0064526	0.01946	0.10217	0.25141	0.94962	3.0452	6.7166	10.571	13.51	15.12	15.772	15.838	15.728	15.727	15.821	15.604	14.113	10.5	5.4714	1.7471	0.43143	0.082923	0.025674	0.073651	0.071442	0.32966	1.9506	7.041	12.774	15.476	16.227	16.263	16.024	15.401	13.591	10.046	5.874	2.7773	1.3822	0.93703	1.0164	1.5912	3.5323	7.6555	12.173	14.879	15.79	15.969	15.947	16.1	16.099
